laptop_timestamp,timestamp_ms,temp_c,humidity_pct,mq2_adc,flame_state,dht_ok,label,experiment,phase
2026-09-11T18:32:23.006,3604743,28.30,70.10,242,0,1,critical,flame_test,recovery
2026-09-11T18:32:25.490,3607252,28.30,70.10,214,0,1,normal,flame_test,recovery
2026-09-11T18:32:27.974,3609761,28.30,70.10,224,0,1,normal,flame_test,recovery
2026-09-11T18:32:30.459,3612270,28.30,69.80,230,0,1,normal,flame_test,recovery
2026-09-11T18:32:32.943,3614779,28.20,70.00,226,0,1,normal,flame_test,recovery
2026-09-11T18:32:35.427,3617288,28.20,69.90,224,0,1,normal,flame_test,recovery
2026-09-11T18:32:37.912,3619797,28.10,70.00,228,0,1,normal,flame_test,recovery
2026-09-11T18:32:40.396,3622306,28.20,70.10,236,0,1,normal,flame_test,recovery
2026-09-11T18:32:42.881,3624815,28.20,70.20,237,0,1,normal,flame_test,recovery
2026-09-11T18:32:45.364,3627324,28.20,70.10,240,0,1,normal,flame_test,recovery
2026-09-11T18:32:47.849,3629833,28.10,70.10,224,0,1,normal,flame_test,recovery
2026-09-11T18:32:50.333,3632342,28.10,70.20,245,0,1,normal,flame_test,recovery
2026-09-11T18:32:52.817,3634851,28.10,70.30,229,0,1,normal,flame_test,recovery
2026-09-11T18:32:55.301,3637360,28.10,70.20,241,0,1,normal,flame_test,recovery
2026-09-11T18:32:57.786,3639869,28.10,70.20,247,0,1,normal,flame_test,recovery
2026-09-11T18:33:00.270,3642378,28.00,70.30,244,0,1,normal,flame_test,recovery
2026-09-11T18:33:02.754,3644887,28.10,70.50,234,0,1,normal,flame_test,recovery
2026-09-11T18:33:05.238,3647395,28.10,70.40,235,0,1,normal,flame_test,recovery
2026-09-11T18:33:07.723,3649904,28.10,70.50,233,0,1,normal,flame_test,recovery
2026-09-11T18:33:10.207,3652413,28.10,70.40,230,0,1,normal,flame_test,recovery
2026-09-11T18:33:12.691,3654922,28.10,70.40,231,0,1,normal,flame_test,recovery
2026-09-11T18:33:15.175,3657431,28.10,70.50,229,0,1,normal,flame_test,recovery
2026-09-11T18:33:17.659,3659940,28.10,70.50,227,0,1,normal,flame_test,recovery
